species_id,f_target,v_tol
AG_LEC,0.06382978723,0.01092496674
AG_SAL,0.2978723404,0.01508438895
AG_SCB,0.06382978723,0.01056107563
AG_STR,0.06382978723,0.01091126803
OP_CAN,0.07446808511,0.01070779767
OP_ENG,0.05775075988,0.009848872888
OP_ROB,0.1109422492,0.01109275802
OP_STR,0.09726443769,0.0144683688
PR_LAE,0.1306990881,0.01818201083
YU_FIL,0.03951367781,0.007618690728
