iteration,seed,fitness,total_existing,total_planted,exist_AG_LEC,exist_AG_SAL,exist_AG_SCB,exist_AG_STR,exist_OP_CAN,exist_OP_ENG,exist_OP_ROB,exist_OP_STR,exist_PR_LAE,exist_YU_FIL,new_AG_LEC,new_AG_SAL,new_AG_SCB,new_AG_STR,new_OP_CAN,new_OP_ENG,new_OP_ROB,new_OP_STR,new_PR_LAE,new_YU_FIL
707,286132,692.7806451612903,72,553,7,26,2,2,4,4,6,12,6,3,33,160,38,38,43,32,63,49,75,22
708,277985,693.6064516129032,72,553,4,18,6,3,8,5,8,11,6,3,36,168,34,37,39,31,61,50,75,22
709,113220,696.9752688172043,71,554,4,22,3,7,9,4,3,7,11,1,36,164,37,33,38,32,66,54,70,24
710,177441,699.7666666666667,73,552,6,20,5,6,3,4,9,5,11,4,34,166,35,34,44,32,60,56,70,21
711,640309,687.9225806451611,70,555,4,16,5,8,9,5,6,5,7,5,36,170,35,32,38,31,63,56,74,20
712,551473,691.1322580645162,71,554,6,16,6,3,9,2,9,7,13,0,34,170,34,37,38,34,60,54,68,25
713,59269,700.9645161290323,71,554,6,20,7,5,4,3,8,6,8,4,34,166,33,35,43,33,61,55,73,21
714,481952,695.7612903225806,67,558,4,17,4,2,10,5,4,9,7,5,36,169,36,38,37,31,65,52,74,20
715,474846,698.1344086021504,67,558,2,14,5,6,4,5,9,10,8,4,38,172,35,34,43,31,60,51,73,21
716,247916,694.8752688172043,69,556,5,25,2,5,3,9,7,4,6,3,35,161,38,35,44,27,62,57,75,22
717,447763,696.0655913978494,70,555,3,17,3,4,6,6,12,5,10,4,37,169,37,36,41,30,57,56,71,21
718,885450,692.7451612903226,72,553,4,19,4,7,7,4,8,7,8,4,36,167,36,33,40,32,61,54,73,21
719,459439,688.3494623655913,68,557,4,22,4,1,5,6,4,5,15,2,36,164,36,39,42,30,65,56,66,23
720,539737,685.2559139784945,73,552,6,22,4,8,8,1,11,9,4,0,34,164,36,32,39,35,58,52,77,25
721,425562,697.3870967741937,70,555,7,22,7,4,4,4,7,5,7,3,33,164,33,36,43,32,62,56,74,22
722,106712,699.6408602150537,69,556,3,14,2,5,7,3,10,5,16,4,37,172,38,35,40,33,59,56,65,21
723,437282,689.5430107526881,72,553,4,21,3,4,8,4,8,8,12,0,36,165,37,36,39,32,61,53,69,25
724,997006,697.4537634408601,74,551,5,21,7,4,3,7,11,8,5,3,35,165,33,36,44,29,58,53,76,22
725,801253,692.6645161290322,75,550,3,19,11,2,1,5,13,10,9,2,37,167,29,38,46,31,56,51,72,23
726,498775,695.3967741935483,71,554,5,18,7,4,10,2,9,4,8,4,35,168,33,36,37,34,60,57,73,21
727,694004,680.6935483870968,74,551,3,21,3,4,11,2,5,10,12,3,37,165,37,36,36,34,64,51,69,22
728,342452,691.1225806451612,74,551,6,16,8,2,8,6,5,10,10,3,34,170,32,38,39,30,64,51,71,22
729,757528,689.9548387096773,75,550,3,17,11,6,7,5,11,4,6,5,37,169,29,34,40,31,58,57,75,20
730,214498,693.9172043010752,75,550,3,24,6,7,6,4,10,9,6,0,37,162,34,33,41,32,59,52,75,25
731,607364,689.879569892473,73,552,5,17,6,3,4,7,9,10,7,5,35,169,34,37,43,29,60,51,74,20
732,249969,699.1354838709678,74,551,3,27,3,2,2,3,13,4,13,4,37,159,37,38,45,33,56,57,68,21
733,753623,703.0870967741935,73,552,5,17,4,5,5,8,10,6,11,2,35,169,36,35,42,28,59,55,70,23
734,627770,698.6913978494623,70,555,3,18,4,5,9,5,7,9,7,3,37,168,36,35,38,31,62,52,74,22
735,523173,692.0440860215053,74,551,3,29,6,3,4,3,6,5,12,3,37,157,34,37,43,33,63,56,69,22
736,680899,692.394623655914,72,553,3,17,5,3,6,6,9,10,7,6,37,169,35,37,41,30,60,51,74,19
737,105250,696.3279569892472,70,555,5,19,4,5,5,5,6,10,8,3,35,167,36,35,42,31,63,51,73,22
738,128114,694.4096774193547,69,556,3,18,7,6,5,3,8,7,9,3,37,168,33,34,42,33,61,54,72,22
739,637914,705.4096774193549,72,553,4,19,6,4,10,2,5,8,9,5,36,167,34,36,37,34,64,53,72,20
740,241016,689.2268817204301,72,553,4,32,1,3,3,3,10,5,8,3,36,154,39,37,44,33,59,56,73,22
741,154404,690.025806451613,73,552,2,20,5,3,2,2,16,10,12,1,38,166,35,37,45,34,53,51,69,24
742,624754,696.7741935483871,69,556,7,21,5,3,7,7,5,7,6,1,33,165,35,37,40,29,64,54,75,24
743,127432,689.3903225806453,73,552,5,31,1,4,4,2,11,5,8,2,35,155,39,36,43,34,58,56,73,23
744,169040,700.3752688172043,74,551,5,18,3,6,6,4,7,9,10,6,35,168,37,34,41,32,62,52,71,19
745,970358,695.8075268817204,69,556,2,21,4,5,6,4,12,7,3,5,38,165,36,35,41,32,57,54,78,20
746,609377,706.7021505376343,72,553,12,19,5,4,5,3,7,4,10,3,28,167,35,36,42,33,62,57,71,22
747,169129,695.6333333333333,71,554,7,22,9,1,6,4,2,4,12,4,33,164,31,39,41,32,67,57,69,21
748,735372,689.0053763440859,70,555,9,20,5,5,4,5,6,6,8,2,31,166,35,35,43,31,63,55,73,23
749,149613,695.3462365591397,68,557,5,26,8,3,3,3,6,5,7,2,35,160,32,37,44,33,63,56,74,23
750,141146,692.9322580645162,73,552,5,24,4,2,7,5,6,12,7,1,35,162,36,38,40,31,63,49,74,24
751,929856,685.3999999999999,71,554,8,22,6,4,6,4,4,10,5,2,32,164,34,36,41,32,65,51,76,23
752,784597,698.2645161290322,74,551,3,22,5,7,4,7,10,8,7,1,37,164,35,33,43,29,59,53,74,24
753,630627,697.7204301075268,74,551,4,19,4,6,4,5,8,5,17,2,36,167,36,34,43,31,61,56,64,23
754,454935,694.4354838709678,75,550,6,24,4,2,6,3,8,9,10,3,34,162,36,38,41,33,61,52,71,22
755,342749,685.074193548387,73,552,1,26,5,4,6,7,7,8,7,2,39,160,35,36,41,29,62,53,74,23
756,313710,688.2086021505377,72,553,3,24,9,7,2,2,9,8,6,2,37,162,31,33,45,34,60,53,75,23
757,635039,699.82688172043,69,556,3,15,10,6,3,14,6,3,8,1,37,171,30,34,44,22,63,58,73,24
758,716424,691.4161290322579,67,558,6,17,4,1,8,4,10,6,9,2,34,169,36,39,39,32,59,55,72,23
759,924339,696.1602150537635,76,549,5,21,5,3,7,6,9,8,9,3,35,165,35,37,40,30,60,53,72,22
760,651803,696.2602150537634,72,553,4,16,3,5,6,4,9,9,9,7,36,170,37,35,41,32,60,52,72,18
761,675226,691.8827956989247,66,559,0,22,8,7,5,2,8,3,9,2,40,164,32,33,42,34,61,58,72,23
762,612475,686.8462365591397,75,550,3,24,6,7,6,6,5,8,8,2,37,162,34,33,41,30,64,53,73,23
763,654878,692.5860215053764,75,550,5,27,1,4,8,4,7,8,8,3,35,159,39,36,39,32,62,53,73,22
764,569263,690.4150537634409,75,550,4,20,4,7,8,3,5,8,12,4,36,166,36,33,39,33,64,53,69,21
765,93513,692.9419354838708,74,551,7,22,4,5,5,7,5,8,9,2,33,164,36,35,42,29,64,53,72,23
766,60901,693.4612903225807,74,551,2,22,9,7,5,4,14,4,4,3,38,164,31,33,42,32,55,57,77,22
767,530127,696.9860215053764,75,550,3,18,6,6,5,7,8,8,8,6,37,168,34,34,42,29,61,53,73,19
768,6065,690.4505376344086,74,551,5,23,4,5,5,9,10,5,3,5,35,163,36,35,42,27,59,56,78,20
769,717246,700.2215053763441,70,555,3,25,4,2,6,2,6,7,11,4,37,161,36,38,41,34,63,54,70,21
770,487363,690.9795698924731,73,552,9,14,3,2,5,4,13,10,7,6,31,172,37,38,42,32,56,51,74,19
771,845077,690.0849462365591,73,552,3,29,6,4,4,0,9,13,5,0,37,157,34,36,43,36,60,48,76,25
772,917975,690.5451612903225,71,554,3,20,3,4,2,3,9,10,14,3,37,166,37,36,45,33,60,51,67,22
773,910009,694.0043010752686,65,560,2,24,3,4,2,7,7,5,9,2,38,162,37,36,45,29,62,56,72,23
774,778086,689.263440860215,73,552,8,19,3,5,7,8,3,4,10,6,32,167,37,35,40,28,66,57,71,19
775,856807,688.7752688172043,71,554,2,30,2,2,5,5,10,3,9,3,38,156,38,38,42,31,59,58,72,22
776,241656,699.0,72,553,5,19,5,4,4,8,11,9,6,1,35,167,35,36,43,28,58,52,75,24
777,356324,691.7559139784946,75,550,6,28,3,9,8,4,7,3,6,1,34,158,37,31,39,32,62,58,75,24
778,473412,699.9978494623656,68,557,8,18,4,4,4,10,9,1,8,2,32,168,36,36,43,26,60,60,73,23
779,546595,700.1752688172043,78,547,4,23,7,2,1,8,14,8,8,3,36,163,33,38,46,28,55,53,73,22
780,973834,697.0,77,548,5,23,4,7,4,8,10,5,8,3,35,163,36,33,43,28,59,56,73,22
781,229226,690.736559139785,75,550,5,23,9,2,6,8,4,7,9,2,35,163,31,38,41,28,65,54,72,23
782,393375,696.3064516129032,76,549,3,19,4,5,9,5,12,7,10,2,37,167,36,35,38,31,57,54,71,23
783,635594,691.3225806451612,72,553,4,20,11,2,5,4,11,6,6,3,36,166,29,38,42,32,58,55,75,22
784,139495,695.5677419354837,68,557,9,19,3,5,5,5,5,5,9,3,31,167,37,35,42,31,64,56,72,22
785,111476,691.6258064516129,73,552,5,16,6,3,9,4,10,6,11,3,35,170,34,37,38,32,59,55,70,22
786,329831,697.9752688172041,71,554,11,19,2,3,7,4,10,7,7,1,29,167,38,37,40,32,59,54,74,24
787,744635,696.0182795698925,73,552,2,21,4,7,7,3,9,9,9,2,38,165,36,33,40,33,60,52,72,23
788,441339,696.8225806451612,79,546,6,21,9,3,4,3,15,4,11,3,34,165,31,37,43,33,54,57,70,22
789,53141,692.548387096774,67,558,5,17,3,3,7,10,4,10,6,2,35,169,37,37,40,26,65,51,75,23
790,46344,697.4881720430106,70,555,2,23,3,4,3,6,12,6,9,2,38,163,37,36,44,30,57,55,72,23
791,379405,698.9064516129032,71,554,6,20,7,2,7,3,6,2,12,6,34,166,33,38,40,33,63,59,69,19
792,882756,692.8935483870968,69,556,4,26,3,4,6,1,7,7,8,3,36,160,37,36,41,35,62,54,73,22
793,485468,686.3333333333333,70,555,6,27,5,2,5,4,9,3,4,5,34,159,35,38,42,32,60,58,77,20
794,762689,694.5978494623655,73,552,3,21,11,3,8,4,8,4,9,2,37,165,29,37,39,32,61,57,72,23
795,359156,705.2849462365591,70,555,5,12,7,7,9,3,7,6,9,5,35,174,33,33,38,33,62,55,72,20
796,668245,691.8075268817205,74,551,5,24,6,5,2,6,11,5,8,2,35,162,34,35,45,30,58,56,73,23
797,200547,703.0999999999999,71,554,3,21,2,5,3,5,8,8,13,3,37,165,38,35,44,31,61,53,68,22
798,290890,689.0129032258064,74,551,6,22,7,3,3,8,9,7,5,4,34,164,33,37,44,28,60,54,76,21
799,71535,694.9075268817204,75,550,4,26,3,6,6,3,8,8,8,3,36,160,37,34,41,33,61,53,73,22
800,576026,688.6,70,555,6,21,4,3,4,6,9,8,5,4,34,165,36,37,43,30,60,53,76,21
801,91331,697.8032258064516,74,551,3,19,4,6,2,6,8,10,8,8,37,167,36,34,45,30,61,51,73,17
802,437222,695.0623655913978,67,558,5,17,7,4,4,5,13,2,9,1,35,169,33,36,43,31,56,59,72,24
803,799200,695.2709677419355,75,550,4,24,4,8,2,2,8,6,14,3,36,162,36,32,45,34,61,55,67,22
804,28614,699.5279569892473,76,549,4,22,1,1,5,10,7,10,14,2,36,164,39,39,42,26,62,51,67,23
805,335103,689.2451612903225,67,558,6,21,2,6,7,6,8,5,6,0,34,165,38,34,40,30,61,56,75,25
806,611192,689.3935483870966,73,552,4,22,3,3,6,9,8,3,13,2,36,164,37,37,41,27,61,58,68,23
807,804676,689.2763440860215,72,553,4,26,5,7,4,3,14,4,5,0,36,160,35,33,43,33,55,57,76,25
808,324686,700.5333333333333,67,558,6,13,8,4,7,2,4,8,14,1,34,173,32,36,40,34,65,53,67,24
809,284426,683.3408602150537,72,553,1,17,7,6,12,4,7,8,8,2,39,169,33,34,35,32,62,53,73,23
810,50240,692.1956989247312,72,553,3,17,4,7,4,2,8,11,10,6,37,169,36,33,43,34,61,50,71,19
811,171351,701.710752688172,73,552,6,24,7,6,5,2,7,6,8,2,34,162,33,34,42,34,62,55,73,23
812,463966,692.516129032258,69,556,5,13,4,4,7,3,8,8,12,5,35,173,36,36,40,33,61,53,69,20
813,255351,690.4107526881721,74,551,4,21,3,8,5,7,8,5,12,1,36,165,37,32,42,29,61,56,69,24
814,831290,693.5215053763441,74,551,5,22,4,7,2,5,7,11,11,0,35,164,36,33,45,31,62,50,70,25
815,567881,706.016129032258,68,557,2,28,1,1,3,5,8,6,11,3,38,158,39,39,44,31,61,55,70,22
816,733562,694.7913978494623,70,555,2,20,4,8,8,3,4,6,14,1,38,166,36,32,39,33,65,55,67,24
817,443595,694.4838709677417,70,555,1,21,3,3,8,4,14,3,11,2,39,165,37,37,39,32,55,58,70,23
818,51548,694.0311827956988,72,553,1,21,2,6,9,7,6,7,11,2,39,165,38,34,38,29,63,54,70,23
819,262517,700.2247311827956,69,556,5,21,2,6,5,6,8,6,9,1,35,165,38,34,42,30,61,55,72,24
820,493873,691.321505376344,72,553,4,21,1,3,4,5,10,9,12,3,36,165,39,37,43,31,59,52,69,22
821,189709,691.5752688172042,70,555,6,22,4,2,4,5,9,6,9,3,34,164,36,38,43,31,60,55,72,22
822,356454,702.8924731182796,72,553,5,23,2,1,3,3,12,8,12,3,35,163,38,39,44,33,57,53,69,22
823,878011,696.7666666666667,73,552,6,20,6,4,4,4,8,8,8,5,34,166,34,36,43,32,61,53,73,20
824,727553,690.7537634408602,76,549,4,23,4,5,8,5,7,9,11,0,36,163,36,35,39,31,62,52,70,25
825,767812,693.5946236559139,65,560,7,20,4,4,3,3,8,5,11,0,33,166,36,36,44,33,61,56,70,25
826,928322,698.6505376344085,77,548,6,19,2,4,6,4,12,9,10,5,34,167,38,36,41,32,57,52,71,20
827,961665,692.8129032258064,70,555,4,23,4,2,5,7,8,5,8,4,36,163,36,38,42,29,61,56,73,21
828,672488,703.4688172043011,73,552,5,24,3,6,5,8,3,7,9,3,35,162,37,34,42,28,66,54,72,22
829,610580,688.7333333333333,68,557,5,14,6,10,2,2,14,2,9,4,35,172,34,30,45,34,55,59,72,21
830,280981,691.8333333333333,69,556,6,19,5,0,7,5,8,6,7,6,34,167,35,40,40,31,61,55,74,19
831,1489,693.047311827957,74,551,4,19,5,9,6,2,10,6,12,1,36,167,35,31,41,34,59,55,69,24
832,557806,685.0817204301075,71,554,8,20,4,1,8,4,6,9,8,3,32,166,36,39,39,32,63,52,73,22
833,322566,691.6741935483869,70,555,6,23,6,2,6,5,5,7,9,1,34,163,34,38,41,31,64,54,72,24
834,274155,696.2731182795699,68,557,3,20,1,8,4,8,8,5,10,1,37,166,39,32,43,28,61,56,71,24
835,344304,694.5860215053764,72,553,2,27,6,1,2,9,9,5,9,2,38,159,34,39,45,27,60,56,72,23
836,520497,691.0784946236558,73,552,4,21,7,6,7,3,11,6,6,2,36,165,33,34,40,33,58,55,75,23
837,498793,697.2387096774194,71,554,4,16,3,5,7,4,7,13,11,1,36,170,37,35,40,32,62,48,70,24
838,458061,701.0430107526881,68,557,3,17,4,5,5,3,6,7,17,1,37,169,36,35,42,33,63,54,64,24
839,853297,702.5311827956988,74,551,3,27,1,5,7,3,8,4,15,1,37,159,39,35,40,33,61,57,66,24
840,126648,689.2645161290322,69,556,1,23,5,0,3,7,7,6,15,2,39,163,35,40,44,29,62,55,66,23
841,277197,698.5086021505376,72,553,9,23,4,6,3,5,7,6,5,4,31,163,36,34,44,31,62,55,76,21
842,539560,686.2010752688172,71,554,5,26,4,1,6,7,10,5,4,3,35,160,36,39,41,29,59,56,77,22
843,380151,691.2774193548387,73,552,4,21,6,4,2,4,10,8,12,2,36,165,34,36,45,32,59,53,69,23
844,314941,688.0602150537634,74,551,4,26,2,4,2,4,12,9,10,1,36,160,38,36,45,32,57,52,71,24
845,3633,696.9118279569893,72,553,8,18,8,2,7,4,7,4,11,3,32,168,32,38,40,32,62,57,70,22
846,906127,695.141935483871,72,553,2,26,6,7,5,2,6,5,12,1,38,160,34,33,42,34,63,56,69,24
847,709963,697.2655913978494,67,558,4,25,3,6,2,1,4,11,6,5,36,161,37,34,45,35,65,50,75,20
848,127928,686.6731182795697,76,549,5,14,7,6,8,7,11,7,10,1,35,172,33,34,39,29,58,54,71,24
849,783888,699.452688172043,70,555,5,23,4,4,3,3,13,4,7,4,35,163,36,36,44,33,56,57,74,21
850,488872,697.0419354838709,70,555,0,20,7,9,6,3,8,6,8,3,40,166,33,31,41,33,61,55,73,22
851,300213,687.3709677419354,70,555,6,21,3,4,7,3,9,5,9,3,34,165,37,36,40,33,60,56,72,22
852,400405,696.6247311827956,69,556,7,24,4,4,7,1,6,5,9,2,33,162,36,36,40,35,63,56,72,23
853,759608,692.568817204301,69,556,8,22,5,7,2,2,8,4,10,1,32,164,35,33,45,34,61,57,71,24
854,973071,691.594623655914,72,553,3,18,10,2,8,8,8,5,6,4,37,168,30,38,39,28,61,56,75,21
855,589000,687.6537634408603,72,553,7,23,3,6,5,4,5,11,6,2,33,163,37,34,42,32,64,50,75,23
856,315272,702.2107526881719,71,554,7,20,5,2,4,2,9,9,7,6,33,166,35,38,43,34,60,52,74,19
857,556387,695.6118279569891,70,555,3,24,4,2,8,3,7,5,11,3,37,162,36,38,39,33,62,56,70,22
858,184122,695.3419354838709,71,554,3,16,4,2,7,6,6,8,17,2,37,170,36,38,40,30,63,53,64,23
859,402574,688.4741935483871,71,554,10,23,6,5,6,3,7,4,5,2,30,163,34,35,41,33,62,57,76,23
860,94952,695.5301075268817,71,554,4,19,11,2,6,4,9,6,7,3,36,167,29,38,41,32,60,55,74,22
861,404989,692.7806451612903,65,560,2,25,3,2,7,5,8,6,5,2,38,161,37,38,40,31,61,55,76,23
862,544510,695.016129032258,71,554,4,23,3,0,5,7,13,5,9,2,36,163,37,40,42,29,56,56,72,23
863,781387,689.7354838709678,69,556,8,23,4,2,6,5,7,6,7,1,32,163,36,38,41,31,62,55,74,24
864,99703,689.8881720430107,64,561,6,20,3,0,3,5,5,10,8,4,34,166,37,40,44,31,64,51,73,21
865,943285,696.874193548387,69,556,6,29,3,8,1,4,11,2,4,1,34,157,37,32,46,32,58,59,77,24
866,84821,688.5462365591397,74,551,4,23,4,6,11,4,6,10,6,0,36,163,36,34,36,32,63,51,75,25
867,661075,696.010752688172,70,555,4,20,7,5,8,6,5,7,6,2,36,166,33,35,39,30,64,54,75,23
868,283249,689.2903225806451,70,555,6,19,4,2,8,6,12,4,8,1,34,167,36,38,39,30,57,57,73,24
869,480504,696.447311827957,73,552,4,28,5,2,4,3,5,5,14,3,36,158,35,38,43,33,64,56,67,22
870,184514,690.3494623655913,71,554,5,20,8,7,2,3,6,7,11,2,35,166,32,33,45,33,63,54,70,23
871,689327,689.5451612903225,69,556,2,8,6,5,14,7,7,12,7,1,38,178,34,35,33,29,62,49,74,24
872,781308,688.4827956989247,70,555,5,24,4,4,6,6,7,7,4,3,35,162,36,36,41,30,62,54,77,22
873,742197,696.6774193548387,74,551,2,23,3,4,9,5,6,11,8,3,38,163,37,36,38,31,63,50,73,22
874,463066,698.7741935483871,74,551,7,23,8,6,1,5,7,7,7,3,33,163,32,34,46,31,62,54,74,22
875,911613,691.9827956989246,72,553,5,16,7,9,10,4,3,5,13,0,35,170,33,31,37,32,66,56,68,25
876,210100,687.443010752688,68,557,6,20,2,5,5,5,8,9,5,3,34,166,38,35,42,31,61,52,76,22
877,751048,701.1096774193547,75,550,5,13,5,5,7,3,8,6,18,5,35,173,35,35,40,33,61,55,63,20
878,114281,691.7784946236559,70,555,5,21,9,8,4,6,5,1,8,3,35,165,31,32,43,30,64,60,73,22
879,107651,691.594623655914,73,552,5,26,1,9,2,6,7,8,8,1,35,160,39,31,45,30,62,53,73,24
880,546038,689.010752688172,68,557,2,22,5,5,4,6,8,6,8,2,38,164,35,35,43,30,61,55,73,23
881,27770,683.5720430107526,75,550,4,34,4,7,3,0,7,6,8,2,36,152,36,33,44,36,62,55,73,23
882,28099,687.7333333333332,73,552,5,22,3,4,8,4,9,8,6,4,35,164,37,36,39,32,60,53,75,21
883,200642,687.5344086021505,72,553,5,15,2,6,8,4,11,6,11,4,35,171,38,34,39,32,58,55,70,21
884,661787,700.0720430107526,71,554,4,20,10,4,5,5,8,0,12,3,36,166,30,36,42,31,61,61,69,22
885,470443,692.9451612903225,70,555,4,22,7,5,1,2,6,12,8,3,36,164,33,35,46,34,63,49,73,22
886,885139,691.8354838709677,72,553,4,30,2,3,4,3,8,8,8,2,36,156,38,37,43,33,61,53,73,23
887,618318,693.9838709677418,71,554,4,24,6,2,2,6,9,5,10,3,36,162,34,38,45,30,60,56,71,22
888,494863,683.4860215053764,71,554,3,24,3,8,4,7,5,6,6,5,37,162,37,32,43,29,64,55,75,20
889,797463,697.4258064516127,70,555,5,22,5,5,8,4,6,4,9,2,35,164,35,35,39,32,63,57,72,23
890,282295,698.779569892473,71,554,9,22,2,4,2,1,5,12,12,2,31,164,38,36,45,35,64,49,69,23
891,54221,693.2989247311828,69,556,3,26,6,6,1,8,6,5,6,2,37,160,34,34,46,28,63,56,75,23
892,352416,697.7279569892473,75,550,5,22,6,1,5,7,5,10,10,4,35,164,34,39,42,29,64,51,71,21
893,749208,697.8924731182796,76,549,4,23,4,3,9,3,9,8,11,2,36,163,36,37,38,33,60,53,70,23
894,714333,696.0204301075269,72,553,6,17,4,1,6,4,11,12,8,3,34,169,36,39,41,32,58,49,73,22
895,631599,699.6193548387097,68,557,9,14,4,3,6,4,14,6,7,1,31,172,36,37,41,32,55,55,74,24
896,781599,695.463440860215,68,557,3,22,3,5,5,3,7,6,8,6,37,164,37,35,42,33,62,55,73,19
897,111834,695.4924731182795,72,553,4,18,3,3,2,5,11,10,13,3,36,168,37,37,45,31,58,51,68,22
898,907253,687.1602150537635,71,554,3,25,12,4,3,1,4,6,10,3,37,161,28,36,44,35,65,55,71,22
899,960027,692.4752688172042,70,555,5,23,5,6,5,5,6,6,5,4,35,163,35,34,42,31,63,55,76,21
900,856035,692.5860215053764,73,552,7,18,4,7,7,4,7,7,9,3,33,168,36,33,40,32,62,54,72,22
901,399815,693.7086021505377,76,549,6,22,3,5,8,4,5,8,10,5,34,164,37,35,39,32,64,53,71,20
902,435620,702.0655913978494,75,550,6,19,7,5,7,3,13,4,9,2,34,167,33,35,40,33,56,57,72,23
903,373133,695.4225806451612,76,549,3,20,8,5,10,1,9,10,9,1,37,166,32,35,37,35,60,51,72,24
904,584055,698.0408602150537,77,548,4,22,8,7,7,3,8,8,6,4,36,164,32,33,40,33,61,53,75,21
905,237192,685.5301075268817,71,554,5,21,6,6,6,6,10,5,4,2,35,165,34,34,41,30,59,56,77,23
906,371456,696.8451612903226,75,550,4,27,3,3,7,2,12,3,11,3,36,159,37,37,40,34,57,58,70,22
907,915017,701.0064516129031,68,557,2,17,7,6,7,3,6,9,10,1,38,169,33,34,40,33,63,52,71,24
908,797291,698.3935483870966,76,549,9,19,4,5,5,5,6,6,14,3,31,167,36,35,42,31,63,55,67,22
909,880797,692.1172043010753,70,555,9,20,4,3,5,6,11,3,7,2,31,166,36,37,42,30,58,58,74,23
910,551632,696.3258064516128,70,555,3,21,8,3,5,6,7,9,7,1,37,165,32,37,42,30,62,52,74,24
911,523779,694.0182795698925,65,560,2,16,5,4,6,1,13,9,7,2,38,170,35,36,41,35,56,52,74,23
912,239827,691.9612903225807,70,555,6,20,9,4,5,2,7,6,10,1,34,166,31,36,42,34,62,55,71,24
913,379065,687.7010752688172,70,555,4,17,2,2,7,7,10,10,10,1,36,169,38,38,40,29,59,51,71,24
914,736180,694.8172043010752,75,550,4,27,5,2,4,7,4,5,15,2,36,159,35,38,43,29,65,56,66,23
915,776407,706.6677419354838,70,555,1,21,2,4,4,0,11,10,14,3,39,165,38,36,43,36,58,51,67,22
916,730777,699.5150537634408,70,555,5,16,5,4,7,6,11,9,7,0,35,170,35,36,40,30,58,52,74,25
917,716907,690.4645161290323,74,551,3,22,7,4,4,6,6,6,12,4,37,164,33,36,43,30,63,55,69,21
918,124539,707.2903225806451,74,551,6,22,1,3,7,1,7,9,14,4,34,164,39,37,40,35,62,52,67,21
919,871292,696.5612903225806,73,552,8,18,1,5,14,3,8,4,8,4,32,168,39,35,33,33,61,57,73,21
920,318848,696.6408602150536,70,555,5,19,7,5,5,4,3,7,13,2,35,167,33,35,42,32,66,54,68,23
921,748548,690.5602150537634,66,559,2,22,4,4,5,3,7,10,8,1,38,164,36,36,42,33,62,51,73,24
922,595515,692.9258064516129,73,552,2,21,5,7,7,4,9,8,8,2,38,165,35,33,40,32,60,53,73,23
923,475499,690.5462365591397,68,557,3,16,5,4,2,7,13,9,9,0,37,170,35,36,45,29,56,52,72,25
924,890731,694.1290322580645,67,558,2,25,4,2,5,4,4,7,13,1,38,161,36,38,42,32,65,54,68,24
925,376786,693.4075268817203,64,561,5,22,1,3,4,2,7,8,9,3,35,164,39,37,43,34,62,53,72,22
926,414121,697.8731182795698,74,551,5,12,4,7,4,10,6,9,15,2,35,174,36,33,43,26,63,52,66,23
927,672014,689.8182795698924,74,551,3,20,3,4,7,3,10,13,7,4,37,166,37,36,40,33,59,48,74,21
928,452989,694.3365591397849,72,553,6,24,4,5,2,11,8,2,6,4,34,162,36,35,45,25,61,59,75,21
929,384710,698.531182795699,69,556,4,22,4,4,8,3,8,6,6,4,36,164,36,36,39,33,61,55,75,21
930,357104,694.0247311827957,75,550,5,25,5,8,5,3,9,7,6,2,35,161,35,32,42,33,60,54,75,23
931,33860,685.4258064516129,70,555,6,27,5,2,4,9,4,4,4,5,34,159,35,38,43,27,65,57,77,20
932,196632,700.0129032258064,74,551,4,23,6,5,6,6,7,3,11,3,36,163,34,35,41,30,62,58,70,22
933,77867,689.0645161290322,70,555,3,19,6,5,5,3,11,7,9,2,37,167,34,35,42,33,58,54,72,23
934,425194,694.9139784946236,72,553,6,22,9,6,4,5,5,7,6,2,34,164,31,34,43,31,64,54,75,23
935,810010,689.9559139784946,73,552,6,25,6,9,6,4,1,4,9,3,34,161,34,31,41,32,68,57,72,22
936,856198,688.3634408602151,71,554,5,26,3,1,7,2,11,4,7,5,35,160,37,39,40,34,58,57,74,20
937,843353,700.758064516129,72,553,3,20,3,4,10,2,6,9,14,1,37,166,37,36,37,34,63,52,67,24
938,502393,701.0709677419354,71,554,2,16,7,5,7,4,8,8,11,3,38,170,33,35,40,32,61,53,70,22
939,922954,694.5870967741935,71,554,5,16,9,2,6,4,5,11,7,6,35,170,31,38,41,32,64,50,74,19
940,54995,691.0376344086021,73,552,7,21,2,3,5,7,11,7,8,2,33,165,38,37,42,29,58,54,73,23
941,959459,699.3193548387096,71,554,5,26,10,3,6,1,6,4,6,4,35,160,30,37,41,35,63,57,75,21
942,978499,698.5903225806451,73,552,3,13,5,6,9,9,13,3,10,2,37,173,35,34,38,27,56,58,71,23
943,860107,685.568817204301,69,556,7,20,4,4,2,1,7,7,12,5,33,166,36,36,45,35,62,54,69,20
944,566435,690.4387096774194,74,551,1,23,5,5,5,8,5,7,11,4,39,163,35,35,42,28,64,54,70,21
945,589902,690.947311827957,69,556,6,18,6,6,6,6,10,6,4,1,34,168,34,34,41,30,59,55,77,24
946,941604,693.868817204301,77,548,5,16,10,8,5,9,10,2,9,3,35,170,30,32,42,27,59,59,72,22
947,299613,697.8236559139784,77,548,7,20,5,3,4,4,13,6,9,6,33,166,35,37,43,32,56,55,72,19
948,852253,691.5354838709677,72,553,6,19,6,6,6,6,8,5,8,2,34,167,34,34,41,30,61,56,73,23
