node_id,x,y,species_id,status
3,6.4,0.0,AG_SAL,existing
5,12.8,0.0,AG_SAL,existing
8,22.4,0.0,OP_ENG,existing
22,33.6,2.771281292110204,OP_STR,existing
47,6.4,11.085125168440817,AG_SCB,existing
60,14.4,13.856406460551018,PR_LAE,existing
68,3.2,16.627687752661224,AG_SAL,existing
75,25.6,16.627687752661224,PR_LAE,existing
98,28.8,22.17025033688163,AG_SCB,existing
108,27.200000000000003,24.941531628991832,AG_SAL,existing
110,33.6,24.941531628991832,AG_LEC,existing
1,0.0,0.0,OP_STR,available_assigned
2,3.2,0.0,OP_CAN,available_assigned
4,9.6,0.0,OP_ROB,available_assigned
6,16.0,0.0,OP_ROB,available_assigned
7,19.200000000000003,0.0,AG_STR,available_assigned
9,25.6,0.0,OP_ROB,available_assigned
10,28.8,0.0,AG_SAL,available_assigned
11,32.0,0.0,OP_STR,available_assigned
12,1.6,2.771281292110204,AG_SAL,available_assigned
13,4.800000000000001,2.771281292110204,OP_CAN,available_assigned
14,8.0,2.771281292110204,AG_SAL,available_assigned
15,11.2,2.771281292110204,AG_SAL,available_assigned
16,14.4,2.771281292110204,AG_SAL,available_assigned
17,17.6,2.771281292110204,AG_STR,available_assigned
18,20.800000000000004,2.771281292110204,AG_SAL,available_assigned
19,24.000000000000004,2.771281292110204,AG_SAL,available_assigned
20,27.200000000000003,2.771281292110204,AG_SAL,available_assigned
21,30.4,2.771281292110204,OP_CAN,available_assigned
23,0.0,5.542562584220407,OP_ROB,available_assigned
24,3.2,5.542562584220407,AG_SAL,available_assigned
25,6.4,5.542562584220407,AG_SAL,available_assigned
26,9.6,5.542562584220407,OP_ROB,available_assigned
27,12.8,5.542562584220407,OP_ENG,available_assigned
28,16.0,5.542562584220407,AG_SCB,available_assigned
29,19.200000000000003,5.542562584220407,OP_ENG,available_assigned
30,22.4,5.542562584220407,AG_STR,available_assigned
31,25.6,5.542562584220407,OP_CAN,available_assigned
32,28.8,5.542562584220407,AG_SAL,available_assigned
33,32.0,5.542562584220407,AG_STR,available_assigned
34,1.6,8.313843876330612,OP_STR,available_assigned
35,4.800000000000001,8.313843876330612,OP_STR,available_assigned
36,8.0,8.313843876330612,AG_STR,available_assigned
37,11.2,8.313843876330612,OP_STR,available_assigned
38,14.4,8.313843876330612,OP_STR,available_assigned
