fitness,new_AG_LEC,new_AG_SAL,new_AG_SCB,new_AG_STR,new_OP_CAN,new_OP_ENG,new_OP_ROB,new_OP_STR,new_PR_LAE,new_YU_FIL,final_AG_LEC,final_AG_SAL,final_AG_SCB,final_AG_STR,final_OP_CAN,final_OP_ENG,final_OP_ROB,final_OP_STR,final_PR_LAE,final_YU_FIL,exist_AG_LEC,exist_AG_SAL,exist_AG_SCB,exist_AG_STR,exist_OP_CAN,exist_OP_ENG,exist_OP_ROB,exist_OP_STR,exist_PR_LAE,exist_YU_FIL
682.8193548387097,35,166,35,35,41,32,63,54,71,23,40,186,40,40,47,36,69,61,81,25,5,20,5,5,6,4,6,7,10,2
