fitness,new_AG_LEC,new_AG_SAL,new_AG_SCB,new_AG_STR,new_OP_CAN,new_OP_ENG,new_OP_ROB,new_OP_STR,new_PR_LAE,new_YU_FIL,final_AG_LEC,final_AG_SAL,final_AG_SCB,final_AG_STR,final_OP_CAN,final_OP_ENG,final_OP_ROB,final_OP_STR,final_PR_LAE,final_YU_FIL,exist_AG_LEC,exist_AG_SAL,exist_AG_SCB,exist_AG_STR,exist_OP_CAN,exist_OP_ENG,exist_OP_ROB,exist_OP_STR,exist_PR_LAE,exist_YU_FIL
59.809677419354834,3,18,3,4,5,3,6,6,6,2,4,19,4,4,5,4,7,6,8,3,1,1,1,0,0,1,1,0,2,1
