node_id,x,y,species_id,status
4,9.6,0.0,YU_FIL,existing
11,8.0,2.771281292110204,AG_SAL,existing
12,11.2,2.771281292110204,AG_SCB,existing
23,19.200000000000003,5.542562584220407,AG_LEC,existing
35,6.4,11.085125168440817,OP_ENG,existing
39,19.200000000000003,11.085125168440817,PR_LAE,existing
40,22.4,11.085125168440817,OP_ROB,existing
42,4.800000000000001,13.856406460551018,PR_LAE,existing
1,0.0,0.0,YU_FIL,available_assigned
2,3.2,0.0,PR_LAE,available_assigned
3,6.4,0.0,PR_LAE,available_assigned
5,12.8,0.0,OP_ROB,available_assigned
6,16.0,0.0,AG_STR,available_assigned
7,19.200000000000003,0.0,AG_STR,available_assigned
8,22.4,0.0,OP_ROB,available_assigned
9,1.6,2.771281292110204,PR_LAE,available_assigned
10,4.800000000000001,2.771281292110204,PR_LAE,available_assigned
13,14.4,2.771281292110204,AG_SAL,available_assigned
14,17.6,2.771281292110204,AG_LEC,available_assigned
15,20.800000000000004,2.771281292110204,AG_SAL,available_assigned
16,24.000000000000004,2.771281292110204,OP_STR,available_assigned
17,0.0,5.542562584220407,YU_FIL,available_assigned
18,3.2,5.542562584220407,PR_LAE,available_assigned
19,6.4,5.542562584220407,PR_LAE,available_assigned
20,9.6,5.542562584220407,AG_SAL,available_assigned
21,12.8,5.542562584220407,OP_CAN,available_assigned
22,16.0,5.542562584220407,AG_SCB,available_assigned
24,22.4,5.542562584220407,OP_ENG,available_assigned
25,1.6,8.313843876330612,OP_STR,available_assigned
26,4.800000000000001,8.313843876330612,OP_ROB,available_assigned
27,8.0,8.313843876330612,AG_SAL,available_assigned
28,11.2,8.313843876330612,OP_STR,available_assigned
29,14.4,8.313843876330612,OP_STR,available_assigned
30,17.6,8.313843876330612,OP_STR,available_assigned
31,20.800000000000004,8.313843876330612,AG_SAL,available_assigned
32,24.000000000000004,8.313843876330612,OP_STR,available_assigned
33,0.0,11.085125168440817,AG_STR,available_assigned
34,3.2,11.085125168440817,AG_SAL,available_assigned
36,9.6,11.085125168440817,AG_SAL,available_assigned
37,12.8,11.085125168440817,AG_SAL,available_assigned
38,16.0,11.085125168440817,OP_CAN,available_assigned
41,1.6,13.856406460551018,OP_ENG,available_assigned
43,8.0,13.856406460551018,AG_SAL,available_assigned
44,11.2,13.856406460551018,OP_CAN,available_assigned
45,14.4,13.856406460551018,AG_STR,available_assigned
46,17.6,13.856406460551018,AG_SAL,available_assigned
47,20.800000000000004,13.856406460551018,AG_SAL,available_assigned
48,24.000000000000004,13.856406460551018,AG_SCB,available_assigned
49,0.0,16.627687752661224,AG_LEC,available_assigned
50,3.2,16.627687752661224,AG_SCB,available_assigned
51,6.4,16.627687752661224,OP_CAN,available_assigned
52,9.6,16.627687752661224,AG_SAL,available_assigned
53,12.8,16.627687752661224,AG_SAL,available_assigned
54,16.0,16.627687752661224,AG_SAL,available_assigned
55,19.200000000000003,16.627687752661224,AG_SAL,available_assigned
56,22.4,16.627687752661224,OP_ENG,available_assigned
57,1.6,19.398969044771427,AG_LEC,available_assigned
58,4.800000000000001,19.398969044771427,AG_SAL,available_assigned
59,8.0,19.398969044771427,AG_SAL,available_assigned
60,11.2,19.398969044771427,OP_CAN,available_assigned
61,14.4,19.398969044771427,OP_ROB,available_assigned
62,17.6,19.398969044771427,OP_ROB,available_assigned
63,20.800000000000004,19.398969044771427,AG_SAL,available_assigned
64,24.000000000000004,19.398969044771427,OP_ROB,available_assigned
